Sale Price,City,Neighborhood,Pincode,Property Size (sqft),Lot Size,Bedrooms,Bathrooms,Year Built,Nearby Amenities,Market Trends
17900000,Madurai,Madurai Sector 4,63367,3896,4552,4,3,2012,"Hospital, Mall",Stable
11385000,The Nilgiris,The Nilgiris Sector 4,63732,1818,2688,5,4,2006,"Temple, Gym",Rising
8623000,Cuddalore,Cuddalore Sector 5,61287,3005,3458,2,1,1999,"Hospital, Mall",Stable
11088000,Dharmapuri,Dharmapuri Sector 6,61556,3863,4401,3,2,2000,"Market, Bus Stand",Stable
5566000,Perambalur,Perambalur Sector 7,64807,1910,2896,2,1,1990,"Hospital, Mall",Rising
22654000,Coimbatore,Coimbatore Sector 2,61524,4085,4399,2,1,1998,"Temple, Gym",Declining
11170000,Kallakurichi,Kallakurichi Sector 6,61160,3805,4139,5,5,1997,,Declining
10547000,Tiruvannamalai,Tiruvannamalai Sector 9,61286,3621,4420,4,4,2009,"Market, Bus Stand",Stable
18720000,Tiruchirappalli,Tiruchirappalli Sector 1,63545,4417,4870,2,1,2013,"Parks, School",Stable
7082000,Viluppuram,Viluppuram Sector 4,61222,2367,2595,5,5,2011,,Declining
3239000,Ranipet,Ranipet Sector 10,62717,1067,1649,3,3,1995,"Hospital, Mall",Rising
24110000,Chennai,Chennai Sector 2,63230,2813,3191,2,1,2001,"Temple, Gym",Rising
10960000,Tirunelveli,Tirunelveli Sector 3,62320,3879,4719,1,1,2001,,Stable
13429000,Chennai,Chennai Sector 4,64614,1549,1812,3,2,1995,,Declining
2721000,Tirunelveli,Tirunelveli Sector 6,64746,936,1348,1,1,2007,,Stable
6142000,Namakkal,Namakkal Sector 7,61463,2034,2786,4,4,2009,"Temple, Gym",Stable
2445000,Tenkasi,Tenkasi Sector 4,60913,763,1433,3,2,2001,"Temple, Gym",Stable
3475000,Mayiladuthurai,Mayiladuthurai Sector 9,64204,1084,1660,4,3,2018,"Temple, Gym",Rising
14955000,Kancheepuram,Kancheepuram Sector 10,63379,3034,3348,4,4,1990,"Market, Bus Stand",Rising
7090000,Tiruvannamalai,Tiruvannamalai Sector 2,64701,2457,3245,2,1,1998,"Parks, School",Stable
16087000,Coimbatore,Coimbatore Sector 10,60378,2825,3779,5,4,2015,"Temple, Gym",Stable
3817000,Vellore,Vellore Sector 5,61714,983,1275,3,3,2015,"Hospital, Mall",Rising
7815000,Namakkal,Namakkal Sector 2,64943,2658,2878,4,4,1992,"Hospital, Mall",Stable
10836000,Tenkasi,Tenkasi Sector 3,60328,3711,3913,4,4,2010,"Parks, School",Rising
9026000,Ranipet,Ranipet Sector 8,62311,3078,3622,4,4,2023,"Temple, Gym",Stable
23036000,The Nilgiris,The Nilgiris Sector 5,62432,3775,4244,4,3,2009,"Market, Bus Stand",Declining
2390000,Kanniyakumari,Kanniyakumari Sector 4,62902,762,1199,3,2,2016,"Temple, Gym",Stable
2547000,Sivaganga,Sivaganga Sector 3,63737,764,1668,4,3,1997,"Temple, Gym",Rising
12362000,Tiruppur,Tiruppur Sector 1,64173,3045,3856,2,1,2012,"Temple, Gym",Stable
23796000,Chennai,Chennai Sector 3,61102,2755,3377,4,3,1996,"Parks, School",Declining
12494000,Cuddalore,Cuddalore Sector 1,63327,4271,4605,5,4,2014,"Temple, Gym",Stable
8008000,Namakkal,Namakkal Sector 7,60645,2813,3650,1,1,2020,"Parks, School",Declining
15232000,Tiruchirappalli,Tiruchirappalli Sector 3,63756,3540,4407,4,4,2015,,Stable
11991000,Tiruvannamalai,Tiruvannamalai Sector 6,64982,4087,4442,5,4,2023,"Temple, Gym",Declining
11345000,Tiruvannamalai,Tiruvannamalai Sector 2,61107,4029,4780,1,1,2012,"Market, Bus Stand",Stable
11164000,Cuddalore,Cuddalore Sector 6,60889,3893,4135,3,2,2011,"Parks, School",Declining
8969000,Sivaganga,Sivaganga Sector 6,60245,3147,3947,2,1,2017,"Hospital, Mall",Rising
12780000,Theni,Theni Sector 6,61132,4484,4945,2,2,2019,"Hospital, Mall",Rising
6790000,Ramanathapuram,Ramanathapuram Sector 4,64427,2271,2950,4,3,2015,"Market, Bus Stand",Rising
4955000,Perambalur,Perambalur Sector 10,64582,1721,2391,1,1,2020,"Temple, Gym",Stable
5840000,Ariyalur,Ariyalur Sector 9,62415,2028,2635,2,2,2014,,Stable
5545000,Perambalur,Perambalur Sector 1,63245,1950,2218,1,1,2006,"Temple, Gym",Stable
5477000,Tirunelveli,Tirunelveli Sector 8,64734,1892,2425,2,1,2013,"Parks, School",Stable
10488000,Karur,Karur Sector 1,63869,3602,4184,4,4,2020,"Temple, Gym",Stable
9156000,Tenkasi,Tenkasi Sector 5,60259,3225,3601,1,1,2012,"Market, Bus Stand",Stable
5629000,Madurai,Madurai Sector 8,64206,1144,1987,5,5,2001,"Hospital, Mall",Declining
7714000,Namakkal,Namakkal Sector 3,61737,2568,3198,5,4,2010,"Temple, Gym",Rising
13913000,Tiruchirappalli,Tiruchirappalli Sector 6,62453,3242,3595,3,3,2021,"Hospital, Mall",Declining
2546000,Vellore,Vellore Sector 1,62604,602,1223,4,4,1997,,Stable
17310000,Salem,Salem Sector 8,62626,4481,5027,3,3,2018,"Parks, School",Declining
4608000,Ranipet,Ranipet Sector 4,61617,1511,2135,4,3,2007,"Temple, Gym",Rising
13472000,Madurai,Madurai Sector 10,62849,2935,3670,3,3,2014,,Stable
9344000,Krishnagiri,Krishnagiri Sector 4,63221,3271,3527,2,2,1998,"Temple, Gym",Stable
9344000,Perambalur,Perambalur Sector 3,62863,3222,3829,3,3,2022,"Market, Bus Stand",Stable
11590000,Tirupathur,Tirupathur Sector 9,63637,4031,4680,3,3,2009,"Temple, Gym",Stable
3569000,Tiruchirappalli,Tiruchirappalli Sector 8,60522,786,1612,3,2,2013,"Market, Bus Stand",Stable
6119000,Kallakurichi,Kallakurichi Sector 6,63571,2139,2897,1,1,2020,,Stable
8324000,Theni,Theni Sector 1,64128,2806,3127,5,5,2008,"Parks, School",Declining
2225000,Virudhunagar,Virudhunagar Sector 8,63282,648,1615,4,3,1996,,Rising
6748000,Sivaganga,Sivaganga Sector 2,61199,2253,3143,4,3,2009,,Stable
4686000,Tiruvannamalai,Tiruvannamalai Sector 6,64533,1617,2559,2,2,2006,,Stable
12944000,Tiruchirappalli,Tiruchirappalli Sector 1,64667,3038,3770,2,2,2011,,Stable
6303000,Vellore,Vellore Sector 9,64696,1731,2171,1,1,2013,"Market, Bus Stand",Declining
7062000,Kanniyakumari,Kanniyakumari Sector 5,63633,2328,2867,5,5,2006,"Hospital, Mall",Stable
12982000,Mayiladuthurai,Mayiladuthurai Sector 7,60642,4480,5065,4,3,2018,"Parks, School",Declining
16168000,Tiruppur,Tiruppur Sector 7,62389,3991,4665,2,2,2012,"Hospital, Mall",Stable
9102000,Ranipet,Ranipet Sector 4,64493,3224,4052,1,1,2006,,Stable
2369000,Thiruvarur,Thiruvarur Sector 6,64441,803,1546,1,1,1994,"Parks, School",Stable
17631000,Kancheepuram,Kancheepuram Sector 2,64592,3602,4594,3,2,1990,"Parks, School",Stable
7035000,Sivaganga,Sivaganga Sector 1,64304,2467,2724,1,1,2016,,Declining
6454000,Vellore,Vellore Sector 8,61817,1773,2761,1,1,1994,"Parks, School",Stable
5651000,Mayiladuthurai,Mayiladuthurai Sector 1,64778,1867,2498,4,3,2012,"Hospital, Mall",Stable
2846000,Theni,Theni Sector 4,61125,981,1657,1,1,2013,"Market, Bus Stand",Stable
6272000,Thoothukudi,Thoothukudi Sector 8,62308,1898,2175,2,2,1998,"Market, Bus Stand",Rising
10229000,Kanniyakumari,Kanniyakumari Sector 7,63149,3464,4294,5,5,1997,"Market, Bus Stand",Stable
4731000,Ranipet,Ranipet Sector 8,61842,1518,1812,5,5,2012,"Hospital, Mall",Declining
7240000,Thiruvarur,Thiruvarur Sector 3,60920,2536,3321,1,1,2009,"Market, Bus Stand",Stable
11805000,Tenkasi,Tenkasi Sector 9,62647,4119,4987,3,3,2012,,Rising
2439000,Virudhunagar,Virudhunagar Sector 8,61892,687,1381,5,4,2008,"Temple, Gym",Stable
23218000,Chennai,Chennai Sector 5,63541,2718,2990,1,1,1992,"Hospital, Mall",Stable
3558000,Tiruvannamalai,Tiruvannamalai Sector 8,62302,1102,1778,5,5,2013,,Stable
8421000,Tiruchirappalli,Tiruchirappalli Sector 9,62394,1912,2492,4,3,2003,"Hospital, Mall",Stable
23863000,Coimbatore,Coimbatore Sector 10,63526,4272,4865,4,4,2024,,Rising
8225000,Tirupathur,Tirupathur Sector 10,63107,2870,3634,2,2,2009,"Market, Bus Stand",Stable
12184000,Thoothukudi,Thoothukudi Sector 9,64707,3637,4153,5,5,2013,"Hospital, Mall",Stable
7660000,Cuddalore,Cuddalore Sector 3,61101,2627,3423,3,2,2024,,Stable
6710000,Vellore,Vellore Sector 4,63792,1723,2225,5,4,1990,"Hospital, Mall",Stable
11231000,Vellore,Vellore Sector 2,64805,3038,3856,3,3,1999,"Temple, Gym",Declining
10649000,Chengalpattu,Chengalpattu Sector 2,61284,2117,2585,1,1,2016,,Stable
6549000,Coimbatore,Coimbatore Sector 4,62735,1113,1911,4,4,2010,"Hospital, Mall",Declining
7005000,Tiruvannamalai,Tiruvannamalai Sector 2,62112,2364,2725,4,4,2008,"Temple, Gym",Rising
7777000,Salem,Salem Sector 2,62757,2022,2785,1,1,2004,"Parks, School",Stable
4488000,Thiruvallur,Thiruvallur Sector 10,63679,1463,2214,4,3,2003,"Temple, Gym",Stable
6839000,Dindigul,Dindigul Sector 3,60743,2253,3026,5,5,2013,"Temple, Gym",Declining
10658000,Kancheepuram,Kancheepuram Sector 8,60551,2184,2502,2,1,2014,,Stable
6954000,Salem,Salem Sector 9,60623,1799,2405,1,1,2014,,Stable
11611000,Thanjavur,Thanjavur Sector 9,62204,4041,4545,3,3,2017,"Hospital, Mall",Stable
4264000,Theni,Theni Sector 4,60689,1350,2123,5,4,1996,,Stable
11655000,Thiruvallur,Thiruvallur Sector 3,61746,4119,4659,1,1,2024,,Stable
7579000,Tiruvannamalai,Tiruvannamalai Sector 3,60840,2582,2789,3,2,2007,"Market, Bus Stand",Declining
3590000,Thoothukudi,Thoothukudi Sector 2,61665,1078,1939,1,1,2012,,Rising
7759000,Sivaganga,Sivaganga Sector 3,62877,2714,3306,2,1,2004,"Temple, Gym",Rising
4208000,Mayiladuthurai,Mayiladuthurai Sector 4,62396,1406,2376,3,3,2008,"Temple, Gym",Rising
8151000,Tenkasi,Tenkasi Sector 4,63555,2834,3135,2,1,1993,"Parks, School",Rising
6842000,Sivaganga,Sivaganga Sector 3,60298,2293,2843,4,3,1992,"Parks, School",Stable
29097000,Chennai,Chennai Sector 7,60999,3364,4127,5,4,2023,"Market, Bus Stand",Stable
10265000,Namakkal,Namakkal Sector 6,64785,3559,4477,3,3,2004,"Hospital, Mall",Stable
12725000,The Nilgiris,The Nilgiris Sector 7,64559,2081,2981,2,1,1994,"Hospital, Mall",Declining
11764000,Cuddalore,Cuddalore Sector 5,61927,4054,4344,4,4,1999,"Parks, School",Stable
7051000,Tiruchirappalli,Tiruchirappalli Sector 2,63573,1646,2067,1,1,2013,"Hospital, Mall",Rising
6145000,Nagapattinam,Nagapattinam Sector 2,64157,2134,2417,2,1,2000,"Parks, School",Declining
7648000,Karur,Karur Sector 6,63405,2565,2876,5,5,2014,"Parks, School",Declining
7090000,Thiruvarur,Thiruvarur Sector 7,61527,2338,3179,5,5,2005,"Hospital, Mall",Stable
22691000,Chengalpattu,Chengalpattu Sector 3,64135,4482,5297,3,3,2021,"Market, Bus Stand",Declining
6276000,Sivaganga,Sivaganga Sector 6,64126,2090,2914,4,3,2022,"Market, Bus Stand",Stable
24235000,Coimbatore,Coimbatore Sector 7,64292,4366,4939,2,2,2023,"Market, Bus Stand",Declining
11931000,Vellore,Vellore Sector 2,60762,3243,3907,3,3,2001,"Parks, School",Stable
9818000,The Nilgiris,The Nilgiris Sector 7,61869,1587,1985,3,3,2004,"Hospital, Mall",Declining
6812000,The Nilgiris,The Nilgiris Sector 7,61190,1061,1448,4,3,2015,"Market, Bus Stand",Declining
9323000,Nagapattinam,Nagapattinam Sector 7,60767,3156,4078,5,4,1991,"Parks, School",Stable
15376000,Kancheepuram,Kancheepuram Sector 5,63668,3137,3803,3,2,2023,"Hospital, Mall",Stable
12735000,Tiruvannamalai,Tiruvannamalai Sector 1,62491,4352,5035,5,5,2018,"Market, Bus Stand",Declining
18744000,Madurai,Madurai Sector 3,61549,4144,4987,1,1,2001,"Hospital, Mall",Stable
8649000,Dharmapuri,Dharmapuri Sector 9,60917,3002,3627,2,1,1994,"Temple, Gym",Stable
2171000,Viluppuram,Viluppuram Sector 7,64435,644,1535,4,4,1997,"Temple, Gym",Declining
10355000,Pudukkottai,Pudukkottai Sector 10,61688,3579,4096,3,2,2003,"Parks, School",Stable
11739000,Nagapattinam,Nagapattinam Sector 7,61654,4055,4867,4,4,2002,"Market, Bus Stand",Declining
11592000,Dindigul,Dindigul Sector 1,60252,3961,4376,5,5,1997,"Temple, Gym",Stable
2661000,Cuddalore,Cuddalore Sector 9,63246,873,1252,2,2,2008,"Market, Bus Stand",Stable
25667000,The Nilgiris,The Nilgiris Sector 2,63304,4265,4527,1,1,2005,"Hospital, Mall",Stable
18885000,Chengalpattu,Chengalpattu Sector 4,61754,3750,4364,1,1,1996,"Hospital, Mall",Declining
7720000,Pudukkottai,Pudukkottai Sector 2,60617,2577,3264,5,4,2023,,Stable
6705000,Krishnagiri,Krishnagiri Sector 9,61187,2219,2498,5,4,2005,"Hospital, Mall",Rising
5489000,Ranipet,Ranipet Sector 4,63638,1784,2682,5,4,2024,"Parks, School",Rising
5009000,Tirunelveli,Tirunelveli Sector 6,62525,1693,2233,3,3,1991,"Parks, School",Stable
5856000,Namakkal,Namakkal Sector 3,60958,1964,2752,4,4,2004,"Hospital, Mall",Rising
10974000,Thiruvallur,Thiruvallur Sector 10,63570,3752,4254,5,5,2013,"Market, Bus Stand",Stable
9561000,Ranipet,Ranipet Sector 6,63995,3314,4040,3,3,1992,"Hospital, Mall",Declining
12668000,Kallakurichi,Kallakurichi Sector 10,62534,4407,5256,3,2,2019,"Temple, Gym",Stable
12901000,Tirunelveli,Tirunelveli Sector 2,61568,4434,4648,5,4,2001,"Market, Bus Stand",Declining
9017000,Tenkasi,Tenkasi Sector 6,63165,3146,3402,2,2,2024,"Parks, School",Declining
12133000,Sivaganga,Sivaganga Sector 6,64788,4278,4806,2,2,1994,"Market, Bus Stand",Rising
16721000,Tiruchirappalli,Tiruchirappalli Sector 4,62415,3854,4666,5,4,1991,"Market, Bus Stand",Rising
37791000,Chennai,Chennai Sector 6,60397,4411,5351,3,3,2023,,Rising
7328000,Namakkal,Namakkal Sector 8,62893,2442,3149,5,4,1997,"Market, Bus Stand",Stable
10740000,Namakkal,Namakkal Sector 9,63154,3812,4451,1,1,2013,"Hospital, Mall",Stable
9391000,Kallakurichi,Kallakurichi Sector 2,60308,3240,3984,3,3,2002,"Hospital, Mall",Stable
12778000,Cuddalore,Cuddalore Sector 1,61459,4483,4920,2,1,2020,"Temple, Gym",Stable
12294000,Ramanathapuram,Ramanathapuram Sector 2,64590,4326,4684,2,2,1990,,Declining
5954000,Mayiladuthurai,Mayiladuthurai Sector 3,63381,1951,2642,5,5,2012,"Market, Bus Stand",Declining
11024000,Ramanathapuram,Ramanathapuram Sector 9,62883,3867,4393,2,1,2010,"Parks, School",Stable
6436000,Salem,Salem Sector 5,62768,1603,2134,3,3,2000,"Parks, School",Declining
16524000,Chennai,Chennai Sector 3,63123,1887,2839,5,4,2002,"Market, Bus Stand",Stable
13470000,Madurai,Madurai Sector 10,64469,2945,3227,2,1,1995,"Market, Bus Stand",Stable
7356000,Madurai,Madurai Sector 1,64173,1570,1944,3,3,2002,"Hospital, Mall",Stable
13599000,Thoothukudi,Thoothukudi Sector 8,62156,4139,4679,4,3,1998,"Temple, Gym",Rising
13036000,Vellore,Vellore Sector 9,64324,3504,4462,4,4,2019,"Market, Bus Stand",Stable
20546000,Coimbatore,Coimbatore Sector 5,63495,3697,4603,2,1,2008,"Hospital, Mall",Stable
4927000,Viluppuram,Viluppuram Sector 5,61727,1586,1867,5,5,2022,"Temple, Gym",Stable
5187000,Dharmapuri,Dharmapuri Sector 2,62725,1662,2475,5,4,2016,"Parks, School",Declining
7774000,Sivaganga,Sivaganga Sector 6,64654,2607,3307,5,4,1995,"Hospital, Mall",Stable
14072000,Tiruppur,Tiruppur Sector 7,63650,3488,3990,1,1,1998,"Market, Bus Stand",Stable
15961000,The Nilgiris,The Nilgiris Sector 10,62918,2633,2890,2,1,2002,"Market, Bus Stand",Stable
7098000,Dharmapuri,Dharmapuri Sector 5,62562,2412,3018,3,2,2016,,Stable
4194000,Vellore,Vellore Sector 8,64964,1042,1874,4,4,2010,"Parks, School",Rising
9297000,Kallakurichi,Kallakurichi Sector 5,60936,3139,4100,5,4,2000,"Parks, School",Declining
6571000,Sivaganga,Sivaganga Sector 9,60142,2300,3154,1,1,2022,"Temple, Gym",Declining
11036000,Cuddalore,Cuddalore Sector 8,62428,3898,4338,1,1,2011,"Hospital, Mall",Stable
2822000,Virudhunagar,Virudhunagar Sector 8,60781,838,1784,5,5,1991,"Parks, School",Rising
18401000,Chennai,Chennai Sector 6,62221,2104,2483,5,5,2013,"Temple, Gym",Stable
11022000,Pudukkottai,Pudukkottai Sector 9,63140,3889,4172,1,1,1996,"Hospital, Mall",Declining
8044000,Tenkasi,Tenkasi Sector 2,62320,2706,3514,5,4,2016,"Market, Bus Stand",Stable
23821000,Coimbatore,Coimbatore Sector 2,64271,4235,4586,5,5,2003,"Parks, School",Rising
12712000,Ramanathapuram,Ramanathapuram Sector 5,62785,4431,5426,3,3,2021,"Market, Bus Stand",Stable
14933000,Erode,Erode Sector 5,60285,4226,4494,1,1,2004,"Parks, School",Declining
7021000,Perambalur,Perambalur Sector 5,62162,2372,2630,4,4,2007,"Parks, School",Declining
4315000,Theni,Theni Sector 6,61819,1512,1791,1,1,2024,"Temple, Gym",Stable
4010000,Kanniyakumari,Kanniyakumari Sector 10,61606,1401,1674,1,1,2014,"Market, Bus Stand",Stable
8359000,Namakkal,Namakkal Sector 8,62114,2904,3409,2,2,1990,,Stable
10287000,Mayiladuthurai,Mayiladuthurai Sector 3,62687,3535,3944,4,3,2012,"Parks, School",Stable
26176000,Chennai,Chennai Sector 8,61209,3064,3992,1,1,1998,"Hospital, Mall",Stable
8618000,Erode,Erode Sector 4,61290,2408,3054,2,2,2003,"Hospital, Mall",Rising
8436000,Nagapattinam,Nagapattinam Sector 1,63494,2963,3897,1,1,1994,"Temple, Gym",Declining
11096000,Tiruvannamalai,Tiruvannamalai Sector 1,62825,3916,4181,1,1,2014,"Parks, School",Stable
7775000,Virudhunagar,Virudhunagar Sector 10,62379,2710,3376,2,2,2001,"Market, Bus Stand",Stable
5081000,Dindigul,Dindigul Sector 4,60366,1697,2284,3,3,2000,,Stable
3060000,Theni,Theni Sector 5,61830,991,1925,3,2,2016,,Rising
6260000,Viluppuram,Viluppuram Sector 3,63811,2209,2883,1,1,2018,"Hospital, Mall",Stable
3450000,Tenkasi,Tenkasi Sector 6,60962,1159,1798,2,1,1997,"Parks, School",Stable
4878000,Ranipet,Ranipet Sector 7,61851,1578,1859,5,4,2012,"Hospital, Mall",Stable
11782000,Kallakurichi,Kallakurichi Sector 6,64546,4049,4638,4,4,2019,"Parks, School",Stable
9965000,Ariyalur,Ariyalur Sector 2,64621,3472,4032,2,2,1999,"Temple, Gym",Stable
12316000,Virudhunagar,Virudhunagar Sector 10,60754,4241,4588,4,4,1997,"Market, Bus Stand",Declining
6053000,Mayiladuthurai,Mayiladuthurai Sector 10,64771,1979,2711,5,4,2023,"Parks, School",Stable
5225000,Thiruvarur,Thiruvarur Sector 7,62458,1752,2030,3,2,2007,"Market, Bus Stand",Declining
9853000,Tenkasi,Tenkasi Sector 4,63754,3325,3584,5,4,1998,,Declining
2442000,Erode,Erode Sector 10,62373,602,1559,3,2,2001,,Stable
12574000,Kallakurichi,Kallakurichi Sector 6,64110,4450,5177,1,1,2004,"Market, Bus Stand",Stable
4707000,Perambalur,Perambalur Sector 9,61861,1525,2116,4,4,2017,"Hospital, Mall",Stable
12421000,Chengalpattu,Chengalpattu Sector 8,61149,2440,2877,2,2,1995,"Temple, Gym",Rising
6363000,Thiruvarur,Thiruvarur Sector 1,63138,2145,2628,4,3,2002,"Market, Bus Stand",Rising
20326000,Chengalpattu,Chengalpattu Sector 2,62562,3992,4405,4,4,2024,"Hospital, Mall",Stable
5499000,Sivaganga,Sivaganga Sector 2,62194,1899,2713,2,2,2023,"Hospital, Mall",Rising
11277000,Dharmapuri,Dharmapuri Sector 10,61478,3917,4841,3,2,2012,"Market, Bus Stand",Declining
10103000,Cuddalore,Cuddalore Sector 7,64675,3464,4344,4,3,2010,,Stable
4160000,Salem,Salem Sector 2,60196,1080,1856,1,1,2002,"Market, Bus Stand",Stable
3367000,Nagapattinam,Nagapattinam Sector 9,60482,1065,1891,4,4,1990,"Temple, Gym",Stable
5215000,Tirupathur,Tirupathur Sector 7,62977,1782,2049,2,2,2022,"Market, Bus Stand",Stable
13028000,Thoothukudi,Thoothukudi Sector 6,63866,4009,4657,2,2,2020,"Hospital, Mall",Stable
6167000,Vellore,Vellore Sector 1,60922,1571,1922,5,4,2009,,Stable
6692000,Namakkal,Namakkal Sector 6,64313,2294,2520,3,2,1990,"Parks, School",Stable
11682000,Dharmapuri,Dharmapuri Sector 2,61952,4098,4770,2,2,2020,"Market, Bus Stand",Declining
4909000,Krishnagiri,Krishnagiri Sector 7,63883,1671,1899,2,1,2024,,Rising
12185000,Nagapattinam,Nagapattinam Sector 7,61752,4297,4676,2,2,1993,"Parks, School",Stable
2482000,Ranipet,Ranipet Sector 6,61691,708,1029,5,4,2008,"Hospital, Mall",Rising
10467000,Dharmapuri,Dharmapuri Sector 9,62988,3554,3858,5,5,1994,"Temple, Gym",Rising
16116000,Chengalpattu,Chengalpattu Sector 6,62889,3208,4128,1,1,2018,"Parks, School",Stable
12398000,Coimbatore,Coimbatore Sector 4,63620,2198,2951,3,3,2022,"Market, Bus Stand",Declining
14366000,Erode,Erode Sector 7,61177,4077,4842,1,1,2010,"Temple, Gym",Stable
4998000,Sivaganga,Sivaganga Sector 9,60308,1628,2413,4,3,1999,"Parks, School",Rising
8285000,Kanniyakumari,Kanniyakumari Sector 6,62122,2883,3360,2,1,2006,"Parks, School",Declining
11002000,Chennai,Chennai Sector 4,62762,1235,1963,5,4,2022,"Parks, School",Stable
7293000,Erode,Erode Sector 2,61568,2068,2578,1,1,2016,"Hospital, Mall",Stable
4184000,Cuddalore,Cuddalore Sector 6,63871,1417,2219,2,1,2008,"Temple, Gym",Declining
2385000,Tirupathur,Tirupathur Sector 2,63504,684,1022,5,4,2006,,Rising
6583000,Thiruvarur,Thiruvarur Sector 4,64540,2254,3221,3,3,2018,"Temple, Gym",Stable
13673000,Tiruchirappalli,Tiruchirappalli Sector 8,62394,3160,3598,4,4,1992,"Temple, Gym",Rising
22194000,Chengalpattu,Chengalpattu Sector 1,62169,4417,4731,1,1,2005,"Parks, School",Stable
9900000,Kallakurichi,Kallakurichi Sector 8,60197,3440,4094,3,3,2009,,Stable
11837000,Pudukkottai,Pudukkottai Sector 10,63451,4114,4671,3,3,2011,,Declining
5607000,Tiruppur,Tiruppur Sector 2,64524,1368,1638,1,1,1990,,Stable
4528000,The Nilgiris,The Nilgiris Sector 1,61203,670,1218,5,4,2018,"Temple, Gym",Rising
4045000,Kallakurichi,Kallakurichi Sector 3,61943,1262,1497,5,4,2012,"Market, Bus Stand",Stable
10276000,Nagapattinam,Nagapattinam Sector 6,61674,3588,4082,2,2,2014,"Market, Bus Stand",Declining
12239000,Theni,Theni Sector 7,61693,4324,4974,1,1,2001,"Parks, School",Declining
5348000,Theni,Theni Sector 7,64316,1745,2633,5,4,2018,"Parks, School",Declining
9418000,Nagapattinam,Nagapattinam Sector 1,63521,3235,4043,4,3,1994,,Stable
7797000,Thiruvallur,Thiruvallur Sector 7,63794,2684,3554,3,2,2023,"Market, Bus Stand",Stable
11301000,Karur,Karur Sector 10,61816,3935,4611,3,3,2005,"Market, Bus Stand",Declining
5424000,Namakkal,Namakkal Sector 3,64593,1752,2615,5,4,1993,,Rising
14677000,Coimbatore,Coimbatore Sector 2,63232,2611,2960,3,3,2002,"Hospital, Mall",Stable
4155000,Theni,Theni Sector 3,62224,1333,1613,4,4,2000,"Parks, School",Rising
10118000,Thiruvallur,Thiruvallur Sector 2,61766,3442,3682,5,4,2016,"Market, Bus Stand",Declining
12711000,Kanniyakumari,Kanniyakumari Sector 8,63601,4425,5087,3,3,1993,"Temple, Gym",Declining
7362000,Kanniyakumari,Kanniyakumari Sector 3,61409,2434,2818,5,4,2003,"Parks, School",Stable
3427000,Krishnagiri,Krishnagiri Sector 10,61941,1163,2101,2,2,2008,"Hospital, Mall",Stable
19169000,Tiruchirappalli,Tiruchirappalli Sector 8,60716,4445,4682,5,5,2005,"Market, Bus Stand",Stable
2894000,Thanjavur,Thanjavur Sector 4,60568,863,1800,5,4,2022,"Parks, School",Stable
8514000,Perambalur,Perambalur Sector 3,60972,2918,3624,3,3,1994,"Hospital, Mall",Stable
6547000,The Nilgiris,The Nilgiris Sector 5,60217,1069,1402,1,1,2010,"Market, Bus Stand",Rising
3755000,Nagapattinam,Nagapattinam Sector 7,60330,1317,1648,1,1,2009,"Parks, School",Stable
8021000,Sivaganga,Sivaganga Sector 6,64434,2733,3347,4,4,2001,"Parks, School",Stable
11743000,Coimbatore,Coimbatore Sector 4,62751,2087,2546,3,3,1994,,Stable
5198000,Nagapattinam,Nagapattinam Sector 4,64777,1817,2641,1,1,2019,"Temple, Gym",Stable
5947000,Tenkasi,Tenkasi Sector 10,63128,1964,2319,4,4,2011,"Hospital, Mall",Declining
5601000,Namakkal,Namakkal Sector 7,64928,1951,2224,1,1,1997,"Market, Bus Stand",Stable
7417000,Ranipet,Ranipet Sector 5,63398,2596,3357,1,1,2020,"Parks, School",Rising
11222000,Tirupathur,Tirupathur Sector 5,63402,3940,4868,2,2,2017,"Temple, Gym",Stable
10960000,Theni,Theni Sector 7,60739,3748,4419,5,4,2002,"Parks, School",Stable
8477000,Krishnagiri,Krishnagiri Sector 6,63135,2939,3930,2,1,2022,"Temple, Gym",Stable
8120000,Viluppuram,Viluppuram Sector 2,62829,2766,3290,4,4,2011,"Market, Bus Stand",Stable
3729000,Thiruvarur,Thiruvarur Sector 3,62428,1293,2211,1,1,2011,,Rising
7765000,Pudukkottai,Pudukkottai Sector 5,62834,2622,3029,4,3,2011,"Market, Bus Stand",Rising
6580000,Ranipet,Ranipet Sector 5,64200,2161,2455,5,4,2013,"Hospital, Mall",Stable
20673000,The Nilgiris,The Nilgiris Sector 2,61340,3398,3696,3,3,2014,,Rising
10308000,Kallakurichi,Kallakurichi Sector 6,62352,3488,4278,5,5,2022,,Stable
6289000,Perambalur,Perambalur Sector 4,64504,2227,3205,1,1,1993,"Market, Bus Stand",Stable
5758000,Ranipet,Ranipet Sector 4,64429,1940,2563,3,2,2004,"Parks, School",Stable
11805000,Thoothukudi,Thoothukudi Sector 8,60956,3627,4111,2,2,1998,"Parks, School",Stable
12860000,Kancheepuram,Kancheepuram Sector 2,63984,2643,3503,2,2,2009,,Declining
7707000,Tiruvannamalai,Tiruvannamalai Sector 7,63277,2557,3241,5,5,2021,"Hospital, Mall",Stable
3749000,Tirupathur,Tirupathur Sector 6,64617,1321,1862,1,1,2011,"Parks, School",Rising
14880000,Tiruchirappalli,Tiruchirappalli Sector 8,63780,3501,3768,2,1,2023,"Hospital, Mall",Rising
